date,open,high,low,close,volume,oi
2026-01-12 00:00:00+05:30,1321.1,1327.6,1297.9,1312.9,562354,0
2026-01-13 00:00:00+05:30,1318.6,1335.0,1305.7,1332.4,680921,0
2026-01-14 00:00:00+05:30,1321.0,1332.4,1302.1,1305.8,1122841,0
2026-01-16 00:00:00+05:30,1306.9,1332.4,1304.0,1329.1,768381,0
2026-01-19 00:00:00+05:30,1320.5,1324.9,1305.4,1317.4,590870,0
2026-01-20 00:00:00+05:30,1311.1,1324.2,1299.3,1304.6,965514,0
2026-01-21 00:00:00+05:30,1290.0,1342.2,1268.9,1332.9,2016669,0
2026-01-22 00:00:00+05:30,1360.0,1388.0,1295.7,1319.5,1290603,0
2026-01-23 00:00:00+05:30,1325.2,1330.7,1296.6,1300.9,458295,0
2026-01-27 00:00:00+05:30,1300.9,1313.9,1260.4,1279.0,1843448,0
2026-01-28 00:00:00+05:30,1280.0,1305.2,1265.0,1299.9,1272598,0
2026-01-29 00:00:00+05:30,1299.9,1301.8,1261.0,1268.3,1625728,0
2026-01-30 00:00:00+05:30,1255.7,1258.8,1242.2,1249.4,2685297,0
2026-02-01 00:00:00+05:30,1240.0,1276.7,1231.9,1254.7,492153,0
2026-02-02 00:00:00+05:30,1250.0,1257.8,1211.0,1237.3,2434794,0
2026-02-03 00:00:00+05:30,1265.0,1305.6,1246.7,1250.7,2093182,0
2026-02-04 00:00:00+05:30,1231.1,1231.1,1162.0,1188.0,4194622,0
2026-02-05 00:00:00+05:30,1188.0,1190.0,1151.6,1166.0,1433736,0
2026-02-06 00:00:00+05:30,1166.0,1169.9,1118.6,1130.4,4100917,0
2026-02-09 00:00:00+05:30,1139.8,1184.4,1131.0,1177.3,1385586,0
2026-02-10 00:00:00+05:30,1181.2,1204.8,1170.6,1194.3,1984470,0
2026-02-11 00:00:00+05:30,1204.5,1204.5,1167.0,1171.7,1456481,0
2026-02-12 00:00:00+05:30,1161.0,1161.5,1128.7,1149.3,1776803,0
2026-02-13 00:00:00+05:30,1138.8,1179.9,1104.2,1141.1,3638049,0
2026-02-16 00:00:00+05:30,1122.0,1151.9,1116.6,1125.2,1106994,0
2026-02-17 00:00:00+05:30,1124.2,1143.0,1115.5,1129.7,999467,0
2026-02-18 00:00:00+05:30,1135.0,1135.0,1096.3,1119.3,2108227,0
2026-02-19 00:00:00+05:30,1119.3,1128.5,1090.0,1094.4,1363289,0
2026-02-20 00:00:00+05:30,1094.4,1098.8,1065.0,1074.8,1770081,0
2026-02-23 00:00:00+05:30,1070.7,1084.9,1054.4,1069.7,2983262,0
2026-02-24 00:00:00+05:30,1064.0,1064.0,1006.1,1017.9,3314462,0
2026-02-25 00:00:00+05:30,1018.4,1049.1,1018.4,1043.2,2557686,0
2026-02-26 00:00:00+05:30,1044.0,1059.7,1037.2,1051.0,1180849,0
2026-02-27 00:00:00+05:30,1056.0,1065.9,1020.0,1029.6,2485232,0
2026-03-02 00:00:00+05:30,994.0,1025.7,992.2,998.5,2665892,0
2026-03-04 00:00:00+05:30,988.8,1008.0,985.0,999.7,1770489,0
2026-03-05 00:00:00+05:30,1008.0,1021.2,996.2,1015.3,2499934,0
2026-03-06 00:00:00+05:30,1010.4,1021.6,978.0,980.1,1548231,0
2026-03-09 00:00:00+05:30,966.0,987.0,948.4,979.3,1324838,0
2026-03-10 00:00:00+05:30,987.4,988.0,965.6,976.6,817884,0
2026-03-11 00:00:00+05:30,976.6,978.9,951.4,956.5,770663,0
