date,open,high,low,close,volume,oi
2026-01-12 00:00:00+05:30,624.8,632.55,615.6,628.25,13671026,0
2026-01-13 00:00:00+05:30,634.0,636.8,623.7,629.85,7856745,0
2026-01-14 00:00:00+05:30,640.0,670.95,636.45,654.2,27694609,0
2026-01-16 00:00:00+05:30,654.2,654.2,634.05,637.75,11412408,0
2026-01-19 00:00:00+05:30,650.0,667.35,648.45,660.4,16631601,0
2026-01-20 00:00:00+05:30,668.8,696.9,655.0,680.75,46014901,0
2026-01-21 00:00:00+05:30,682.0,701.0,680.75,697.55,29031895,0
2026-01-22 00:00:00+05:30,694.0,694.0,652.65,668.25,28204037,0
2026-01-23 00:00:00+05:30,695.0,710.0,688.05,698.7,32427217,0
2026-01-27 00:00:00+05:30,733.0,733.0,710.5,727.2,25791996,0
2026-01-28 00:00:00+05:30,712.0,732.7,701.6,708.2,38182595,0
2026-01-29 00:00:00+05:30,695.25,719.8,695.25,715.2,52966214,0
2026-01-30 00:00:00+05:30,690.0,690.0,622.35,628.5,49436689,0
2026-02-01 00:00:00+05:30,575.0,582.9,543.55,570.1,45908639,0
2026-02-02 00:00:00+05:30,565.0,614.0,560.35,610.1,37031059,0
2026-02-03 00:00:00+05:30,635.9,639.4,602.0,628.25,26990191,0
2026-02-04 00:00:00+05:30,635.0,643.95,632.15,639.25,10586353,0
2026-02-05 00:00:00+05:30,600.0,612.7,593.25,610.8,16770606,0
2026-02-06 00:00:00+05:30,595.0,610.8,594.0,608.95,11409412,0
2026-02-09 00:00:00+05:30,625.0,630.5,614.25,629.1,7574577,0
2026-02-10 00:00:00+05:30,632.0,632.45,613.3,617.7,7580536,0
2026-02-11 00:00:00+05:30,623.0,631.0,617.9,628.55,6425398,0
2026-02-12 00:00:00+05:30,629.95,634.0,621.35,623.7,4106081,0
2026-02-13 00:00:00+05:30,599.95,608.0,591.0,592.85,9424678,0
2026-02-16 00:00:00+05:30,585.95,596.3,582.6,594.1,4181298,0
2026-02-17 00:00:00+05:30,590.0,590.0,575.0,581.1,6472316,0
2026-02-18 00:00:00+05:30,580.0,589.8,576.8,585.25,4571121,0
2026-02-19 00:00:00+05:30,593.05,596.15,582.05,584.1,5544345,0
2026-02-20 00:00:00+05:30,586.25,591.5,582.5,589.35,5062307,0
2026-02-23 00:00:00+05:30,607.0,607.35,585.7,590.85,7862513,0
2026-02-24 00:00:00+05:30,593.0,600.95,588.5,597.35,4411001,0
2026-02-25 00:00:00+05:30,607.5,621.3,602.85,619.05,10715612,0
2026-02-26 00:00:00+05:30,620.5,620.5,608.15,609.8,4592362,0
2026-02-27 00:00:00+05:30,615.0,617.6,601.0,603.8,4662433,0
2026-03-02 00:00:00+05:30,606.0,624.8,605.0,617.65,10978219,0
2026-03-04 00:00:00+05:30,604.8,604.8,586.0,591.25,7458538,0
2026-03-05 00:00:00+05:30,594.7,607.9,592.0,595.65,5319825,0
2026-03-06 00:00:00+05:30,595.0,596.8,585.2,586.85,2899680,0
2026-03-09 00:00:00+05:30,572.0,578.9,566.5,575.0,6304945,0
2026-03-10 00:00:00+05:30,585.0,591.0,580.05,589.95,3581854,0
2026-03-11 00:00:00+05:30,590.0,602.0,585.5,587.6,4838138,0
2026-03-12 00:00:00+05:30,584.0,585.65,568.85,583.0,4378868,0
2026-03-13 00:00:00+05:30,578.0,581.15,545.55,551.95,6884706,0
2026-03-16 00:00:00+05:30,548.0,551.9,529.6,533.85,7774885,0
2026-03-17 00:00:00+05:30,539.0,548.0,534.15,546.35,4636685,0
2026-03-18 00:00:00+05:30,538.8,540.8,529.35,537.6,6387274,0
2026-03-19 00:00:00+05:30,524.0,524.95,503.65,506.15,10748632,0
2026-03-20 00:00:00+05:30,511.95,526.5,510.7,514.75,10046753,0
2026-03-23 00:00:00+05:30,499.35,499.5,484.0,487.65,9206594,0
2026-03-24 00:00:00+05:30,499.0,501.55,484.75,497.05,8285874,0
2026-03-25 00:00:00+05:30,511.0,521.4,510.75,517.7,8498265,0
2026-03-27 00:00:00+05:30,506.95,520.0,505.0,509.7,6322713,0
2026-03-30 00:00:00+05:30,507.2,515.7,497.4,502.15,6642010,0
2026-04-01 00:00:00+05:30,520.0,530.95,516.55,524.45,6207649,0
2026-04-02 00:00:00+05:30,510.0,518.4,503.35,515.75,4387980,0
2026-04-06 00:00:00+05:30,515.75,527.5,514.55,526.05,4964299,0
2026-04-07 00:00:00+05:30,523.0,541.5,519.1,538.75,6126013,0
2026-04-08 00:00:00+05:30,560.3,568.35,552.75,559.35,6904276,0
2026-04-09 00:00:00+05:30,554.25,563.9,546.95,558.5,3021130,0
2026-04-10 00:00:00+05:30,565.2,568.0,557.0,564.6,3922334,0
2026-04-13 00:00:00+05:30,550.05,565.0,550.0,562.55,2766771,0
2026-04-15 00:00:00+05:30,582.3,593.95,574.2,580.5,7750446,0
2026-04-16 00:00:00+05:30,589.0,602.95,585.1,592.5,7726706,0
2026-04-17 00:00:00+05:30,595.0,595.0,581.3,592.3,3006129,0
2026-04-20 00:00:00+05:30,592.3,594.0,579.1,590.3,4194322,0
2026-04-21 00:00:00+05:30,594.0,596.75,587.3,588.5,3423825,0
2026-04-22 00:00:00+05:30,595.0,607.9,586.2,604.75,7130375,0
2026-04-23 00:00:00+05:30,605.0,605.0,590.7,592.1,4804398,0
2026-04-24 00:00:00+05:30,594.0,598.5,572.8,588.5,13298013,0
2026-04-27 00:00:00+05:30,606.2,633.3,594.35,628.0,20875698,0
2026-04-28 00:00:00+05:30,629.0,631.6,613.3,616.1,6908389,0
2026-04-29 00:00:00+05:30,616.1,621.9,606.1,613.05,7983106,0
2026-04-30 00:00:00+05:30,602.6,603.4,583.35,595.95,6646054,0
2026-05-04 00:00:00+05:30,600.15,612.0,597.8,605.55,5258525,0
2026-05-05 00:00:00+05:30,600.0,614.3,597.3,611.25,4650058,0
2026-05-06 00:00:00+05:30,620.0,638.5,616.5,634.6,10151710,0
2026-05-07 00:00:00+05:30,644.9,645.65,634.6,636.55,7886637,0
2026-05-08 00:00:00+05:30,634.75,642.5,629.15,635.1,3564594,0
