date,open,high,low,close,volume,oi
2026-01-12 00:00:00+05:30,38200.0,38205.0,36870.0,37660.0,30844,0
2026-01-13 00:00:00+05:30,37745.0,38015.0,37300.0,37905.0,28392,0
2026-01-14 00:00:00+05:30,37900.0,38255.0,36930.0,37455.0,22519,0
2026-01-16 00:00:00+05:30,37420.0,37520.0,36730.0,36835.0,34171,0
2026-01-19 00:00:00+05:30,36540.0,36875.0,36325.0,36510.0,19572,0
2026-01-20 00:00:00+05:30,36350.0,36380.0,35425.0,35575.0,40077,0
2026-01-21 00:00:00+05:30,35510.0,35655.0,34610.0,35130.0,34584,0
2026-01-22 00:00:00+05:30,35305.0,36010.0,35305.0,35710.0,21264,0
2026-01-23 00:00:00+05:30,35865.0,35865.0,35140.0,35265.0,26686,0
2026-01-27 00:00:00+05:30,35395.0,35840.0,34930.0,35310.0,18829,0
2026-01-28 00:00:00+05:30,35500.0,36285.0,35035.0,36185.0,15229,0
2026-01-29 00:00:00+05:30,35960.0,36335.0,35750.0,36015.0,16931,0
2026-01-30 00:00:00+05:30,35900.0,36750.0,35555.0,36530.0,24729,0
2026-02-01 00:00:00+05:30,36530.0,36570.0,35500.0,36130.0,7701,0
2026-02-02 00:00:00+05:30,36000.0,36720.0,35670.0,36605.0,11666,0
2026-02-03 00:00:00+05:30,37995.0,37995.0,37235.0,37740.0,28817,0
2026-02-04 00:00:00+05:30,37700.0,38620.0,36320.0,36710.0,33811,0
2026-02-05 00:00:00+05:30,36710.0,36745.0,36070.0,36275.0,16466,0
2026-02-06 00:00:00+05:30,36275.0,36460.0,35775.0,36340.0,18833,0
2026-02-09 00:00:00+05:30,36630.0,36680.0,35525.0,35630.0,31240,0
2026-02-10 00:00:00+05:30,35650.0,35925.0,35200.0,35575.0,19847,0
2026-02-11 00:00:00+05:30,35580.0,36645.0,35440.0,36570.0,24918,0
2026-02-12 00:00:00+05:30,36570.0,36750.0,36310.0,36495.0,9373,0
2026-02-13 00:00:00+05:30,36415.0,36420.0,35600.0,35695.0,13848,0
2026-02-16 00:00:00+05:30,35695.0,35805.0,35275.0,35485.0,9980,0
2026-02-17 00:00:00+05:30,35485.0,35655.0,35220.0,35370.0,12706,0
2026-02-18 00:00:00+05:30,35430.0,35775.0,35205.0,35695.0,10776,0
2026-02-19 00:00:00+05:30,35800.0,35960.0,34890.0,35015.0,10448,0
2026-02-20 00:00:00+05:30,35055.0,35665.0,34730.0,35215.0,25449,0
2026-02-23 00:00:00+05:30,35165.0,35630.0,35140.0,35340.0,9208,0
2026-02-24 00:00:00+05:30,35320.0,35490.0,34855.0,35330.0,11570,0
2026-02-25 00:00:00+05:30,35430.0,37455.0,35430.0,36570.0,62472,0
2026-02-26 00:00:00+05:30,36590.0,36825.0,36200.0,36740.0,16218,0
2026-02-27 00:00:00+05:30,36795.0,36835.0,35960.0,36425.0,32321,0
2026-03-02 00:00:00+05:30,35855.0,36175.0,35000.0,35370.0,20579,0
2026-03-04 00:00:00+05:30,34900.0,34900.0,33300.0,33390.0,50693,0
2026-03-05 00:00:00+05:30,33450.0,33715.0,33005.0,33230.0,22632,0
2026-03-06 00:00:00+05:30,33305.0,33610.0,32920.0,33335.0,17779,0
2026-03-09 00:00:00+05:30,32850.0,32850.0,31470.0,31600.0,23866,0
2026-03-10 00:00:00+05:30,31940.0,32270.0,31650.0,32080.0,17509,0
2026-03-11 00:00:00+05:30,32175.0,32430.0,31620.0,31715.0,18909,0
2026-03-12 00:00:00+05:30,31620.0,31620.0,30815.0,31305.0,27041,0
2026-03-13 00:00:00+05:30,31000.0,31325.0,30100.0,30185.0,20427,0
2026-03-16 00:00:00+05:30,30260.0,30580.0,29815.0,30355.0,16874,0
2026-03-17 00:00:00+05:30,30595.0,30910.0,30390.0,30645.0,11579,0
2026-03-18 00:00:00+05:30,30780.0,31275.0,30635.0,31005.0,14836,0
2026-03-19 00:00:00+05:30,30520.0,30600.0,29945.0,30135.0,12551,0
2026-03-20 00:00:00+05:30,30300.0,30825.0,30280.0,30390.0,30424,0
2026-03-23 00:00:00+05:30,30220.0,30300.0,29000.0,29135.0,25264,0
2026-03-24 00:00:00+05:30,29650.0,30250.0,29400.0,30080.0,27727,0
2026-03-25 00:00:00+05:30,30340.0,30705.0,30180.0,30390.0,17887,0
2026-03-27 00:00:00+05:30,30395.0,30480.0,29515.0,29615.0,31803,0
2026-03-30 00:00:00+05:30,29220.0,29470.0,28610.0,28745.0,39061,0
2026-04-01 00:00:00+05:30,29445.0,31085.0,29120.0,30635.0,70699,0
2026-04-02 00:00:00+05:30,30035.0,32325.0,29900.0,32135.0,85448,0
2026-04-06 00:00:00+05:30,32155.0,33535.0,32155.0,33460.0,65114,0
2026-04-07 00:00:00+05:30,33360.0,33800.0,32555.0,33445.0,57128,0
2026-04-08 00:00:00+05:30,34250.0,36300.0,34250.0,35935.0,107352,0
2026-04-09 00:00:00+05:30,36180.0,37570.0,35825.0,36770.0,262676,0
2026-04-10 00:00:00+05:30,36990.0,37670.0,36850.0,37330.0,83719,0
2026-04-13 00:00:00+05:30,36665.0,37385.0,36420.0,36615.0,57408,0
2026-04-15 00:00:00+05:30,37100.0,37235.0,36415.0,37080.0,92805,0
2026-04-16 00:00:00+05:30,37375.0,37565.0,36950.0,37440.0,31261,0
2026-04-17 00:00:00+05:30,37445.0,37935.0,37200.0,37505.0,28289,0
2026-04-20 00:00:00+05:30,37700.0,38195.0,37225.0,37790.0,36644,0
2026-04-21 00:00:00+05:30,37790.0,38360.0,37790.0,38100.0,24080,0
2026-04-22 00:00:00+05:30,38110.0,38395.0,37765.0,37885.0,26733,0
2026-04-23 00:00:00+05:30,37885.0,37905.0,37210.0,37380.0,20767,0
2026-04-24 00:00:00+05:30,37495.0,37690.0,36295.0,36690.0,30157,0
2026-04-27 00:00:00+05:30,36800.0,37460.0,36730.0,37225.0,30944,0
2026-04-28 00:00:00+05:30,37180.0,37565.0,37000.0,37320.0,21761,0
2026-04-29 00:00:00+05:30,37165.0,37470.0,36190.0,36345.0,34734,0
2026-04-30 00:00:00+05:30,36500.0,36500.0,35675.0,35995.0,32877,0
2026-05-04 00:00:00+05:30,36150.0,36490.0,35475.0,35850.0,21982,0
2026-05-05 00:00:00+05:30,36100.0,36285.0,35810.0,35870.0,14802,0
2026-05-06 00:00:00+05:30,36000.0,36750.0,35795.0,36645.0,40352,0
2026-05-07 00:00:00+05:30,36880.0,38380.0,36645.0,37895.0,54499,0
2026-05-08 00:00:00+05:30,37750.0,38855.0,37650.0,38145.0,30045,0
