date,open,high,low,close,volume,oi
2026-01-12 00:00:00+05:30,425.4,427.9,421.2,426.7,12720435,0
2026-01-13 00:00:00+05:30,425.4,428.9,424.0,426.5,12717650,0
2026-01-14 00:00:00+05:30,426.0,427.6,418.8,421.0,10818517,0
2026-01-16 00:00:00+05:30,424.0,427.6,417.1,418.2,17993251,0
2026-01-19 00:00:00+05:30,419.0,430.4,415.0,426.9,22228439,0
2026-01-20 00:00:00+05:30,428.0,431.0,422.5,423.8,18805991,0
2026-01-21 00:00:00+05:30,422.1,425.5,416.4,421.6,16386060,0
2026-01-22 00:00:00+05:30,423.8,429.8,420.3,426.0,10087657,0
2026-01-23 00:00:00+05:30,429.0,429.8,420.4,422.8,10548118,0
2026-01-27 00:00:00+05:30,415.0,415.0,400.5,408.7,47613963,0
2026-01-28 00:00:00+05:30,409.3,414.2,406.3,412.4,14823671,0
2026-01-29 00:00:00+05:30,407.0,414.6,407.0,412.4,26085514,0
2026-01-30 00:00:00+05:30,410.0,412.5,405.4,408.0,20681886,0
2026-02-01 00:00:00+05:30,408.5,415.9,403.3,407.25,8965172,0
2026-02-02 00:00:00+05:30,408.7,410.85,405.1,408.2,15422034,0
2026-02-03 00:00:00+05:30,415.0,425.0,410.3,415.8,35396945,0
2026-02-04 00:00:00+05:30,416.7,418.65,410.6,412.35,14948177,0
2026-02-05 00:00:00+05:30,411.0,413.95,404.1,408.75,24814864,0
2026-02-06 00:00:00+05:30,411.0,424.65,410.3,422.35,21228778,0
2026-02-09 00:00:00+05:30,430.0,434.9,424.2,428.8,22538542,0
2026-02-10 00:00:00+05:30,430.8,433.9,428.2,429.3,18428055,0
2026-02-11 00:00:00+05:30,431.7,431.7,427.75,429.55,12299205,0
2026-02-12 00:00:00+05:30,429.4,431.05,425.1,426.25,14003384,0
2026-02-13 00:00:00+05:30,426.0,428.9,419.55,420.65,23233320,0
2026-02-16 00:00:00+05:30,419.0,426.7,418.25,425.6,12403028,0
2026-02-17 00:00:00+05:30,423.65,425.5,420.6,424.45,6427007,0
2026-02-18 00:00:00+05:30,425.7,427.4,421.35,426.35,7333331,0
2026-02-19 00:00:00+05:30,425.7,425.95,415.85,416.4,6473423,0
2026-02-20 00:00:00+05:30,415.0,423.4,415.0,421.35,6603883,0
2026-02-23 00:00:00+05:30,423.0,431.8,420.35,430.7,10399627,0
2026-02-24 00:00:00+05:30,430.9,432.45,425.8,427.7,15016915,0
2026-02-25 00:00:00+05:30,425.5,430.15,421.4,424.95,10192468,0
2026-02-26 00:00:00+05:30,426.7,426.7,421.7,424.55,13417228,0
2026-02-27 00:00:00+05:30,420.5,422.35,414.45,415.2,17806739,0
2026-03-02 00:00:00+05:30,410.0,414.6,407.1,413.1,15236666,0
2026-03-04 00:00:00+05:30,405.0,410.5,402.2,403.35,18393751,0
2026-03-05 00:00:00+05:30,403.6,410.05,402.35,407.3,14963265,0
2026-03-06 00:00:00+05:30,403.7,406.7,399.0,399.8,17512726,0
2026-03-09 00:00:00+05:30,390.0,393.85,385.1,386.35,20275976,0
2026-03-10 00:00:00+05:30,390.5,394.25,387.5,391.85,21346381,0
2026-03-11 00:00:00+05:30,388.85,391.1,379.95,383.2,29991868,0
2026-03-12 00:00:00+05:30,377.0,380.15,374.05,375.3,25048123,0
2026-03-13 00:00:00+05:30,373.0,373.6,363.4,366.85,32179473,0
2026-03-16 00:00:00+05:30,366.85,373.35,364.05,369.85,27927294,0
2026-03-17 00:00:00+05:30,369.85,375.15,368.6,374.2,15176772,0
2026-03-18 00:00:00+05:30,375.0,376.95,371.1,375.4,15235416,0
2026-03-19 00:00:00+05:30,366.15,370.15,363.35,368.15,17308390,0
2026-03-20 00:00:00+05:30,368.6,372.6,365.4,366.75,17077194,0
2026-03-23 00:00:00+05:30,364.85,364.9,355.25,356.55,16980244,0
2026-03-24 00:00:00+05:30,363.0,370.95,361.4,366.85,19990983,0
2026-03-25 00:00:00+05:30,368.95,378.0,363.0,371.1,42442702,0
2026-03-27 00:00:00+05:30,367.55,368.85,362.5,366.15,28928069,0
2026-03-30 00:00:00+05:30,361.0,362.95,351.65,353.4,39762775,0
2026-04-01 00:00:00+05:30,363.8,364.05,355.0,356.05,21245776,0
2026-04-02 00:00:00+05:30,350.3,359.85,345.5,358.0,22056018,0
2026-04-06 00:00:00+05:30,358.0,361.4,350.1,360.55,18320378,0
2026-04-07 00:00:00+05:30,357.0,364.0,357.0,362.95,23655155,0
2026-04-08 00:00:00+05:30,377.0,381.15,369.45,380.15,30162218,0
2026-04-09 00:00:00+05:30,377.0,378.7,369.45,371.9,12422256,0
2026-04-10 00:00:00+05:30,373.5,379.15,372.35,374.55,23751660,0
2026-04-13 00:00:00+05:30,367.95,373.0,365.6,371.9,30027087,0
2026-04-15 00:00:00+05:30,375.5,383.0,375.5,382.4,19100372,0
2026-04-16 00:00:00+05:30,383.15,386.45,378.25,379.15,12060624,0
2026-04-17 00:00:00+05:30,379.3,385.2,376.65,383.6,11626179,0
2026-04-20 00:00:00+05:30,384.1,386.0,378.0,379.2,11146713,0
2026-04-21 00:00:00+05:30,381.45,383.15,378.35,382.15,12323488,0
2026-04-22 00:00:00+05:30,378.1,382.8,376.25,376.85,14471487,0
2026-04-23 00:00:00+05:30,370.05,375.95,367.65,370.4,27628052,0
2026-04-24 00:00:00+05:30,370.6,372.8,367.65,370.85,19678907,0
2026-04-27 00:00:00+05:30,375.0,380.45,373.25,376.8,11559552,0
2026-04-28 00:00:00+05:30,372.0,383.25,372.0,377.95,12852733,0
2026-04-29 00:00:00+05:30,378.0,386.05,377.55,382.0,7913344,0
2026-04-30 00:00:00+05:30,376.6,386.85,375.3,383.3,24812228,0
2026-05-04 00:00:00+05:30,378.9,382.05,363.0,371.65,74467483,0
2026-05-05 00:00:00+05:30,371.0,375.5,368.75,371.35,19084772,0
2026-05-06 00:00:00+05:30,374.0,380.0,365.65,376.6,36195481,0
2026-05-07 00:00:00+05:30,376.1,382.45,374.3,379.4,27286751,0
2026-05-08 00:00:00+05:30,379.0,381.5,374.0,380.8,16183126,0
