date,open,high,low,close,volume,oi
2026-01-12 00:00:00+05:30,4480.0,4528.5,4417.9,4518.4,744251,0
2026-01-13 00:00:00+05:30,4525.0,4559.9,4400.4,4452.4,753776,0
2026-01-14 00:00:00+05:30,4452.4,4501.0,4422.0,4461.4,597515,0
2026-01-16 00:00:00+05:30,4485.0,4488.0,4367.6,4428.7,1576883,0
2026-01-19 00:00:00+05:30,4427.0,4517.0,4414.1,4504.3,792050,0
2026-01-20 00:00:00+05:30,4504.3,4525.0,4327.0,4355.2,1194605,0
2026-01-21 00:00:00+05:30,4315.0,4337.6,4235.0,4259.4,1113913,0
2026-01-22 00:00:00+05:30,4299.0,4367.0,4290.6,4353.2,725419,0
2026-01-23 00:00:00+05:30,4375.0,4375.0,4294.4,4305.7,704843,0
2026-01-27 00:00:00+05:30,4349.9,4377.3,4271.7,4348.5,1042386,0
2026-01-28 00:00:00+05:30,4370.0,4638.6,4361.5,4624.0,1837685,0
2026-01-29 00:00:00+05:30,4659.0,4670.0,4553.1,4601.0,1301527,0
2026-01-30 00:00:00+05:30,4620.0,4634.8,4541.0,4619.4,1582165,0
2026-02-01 00:00:00+05:30,4659.0,4710.0,4165.0,4376.9,4034039,0
2026-02-02 00:00:00+05:30,4415.0,4453.8,4207.1,4338.7,2563637,0
2026-02-03 00:00:00+05:30,4500.0,4608.1,4410.1,4470.4,1450873,0
2026-02-04 00:00:00+05:30,4410.0,4413.0,4097.6,4217.1,5290920,0
2026-02-05 00:00:00+05:30,4121.0,4125.0,3952.0,4035.5,6343724,0
2026-02-06 00:00:00+05:30,4030.0,4074.0,3985.0,4067.5,2094080,0
2026-02-09 00:00:00+05:30,4066.1,4151.0,4014.1,4131.0,1664057,0
2026-02-10 00:00:00+05:30,4151.0,4189.8,4137.2,4168.3,1000376,0
2026-02-11 00:00:00+05:30,4195.9,4195.9,4107.0,4133.0,916944,0
2026-02-12 00:00:00+05:30,4136.7,4189.8,4083.2,4158.9,2759493,0
2026-02-13 00:00:00+05:30,4189.0,4263.5,4155.8,4212.4,3532180,0
2026-02-16 00:00:00+05:30,4228.7,4235.5,4170.0,4226.1,1126991,0
2026-02-17 00:00:00+05:30,4230.0,4296.0,4222.4,4247.6,1033811,0
2026-02-18 00:00:00+05:30,4235.0,4267.5,4182.1,4251.1,821047,0
2026-02-19 00:00:00+05:30,4244.1,4271.0,4101.6,4132.6,1020581,0
2026-02-20 00:00:00+05:30,4129.8,4213.5,4121.2,4170.0,960630,0
2026-02-23 00:00:00+05:30,4150.0,4150.0,3976.0,4025.4,3750121,0
2026-02-24 00:00:00+05:30,4005.0,4032.4,3937.1,3952.6,1605651,0
